genus	species	scientific_name_new	accession	genome	phenotype	antibiotic	measurement_value	ani	new_genus	recategorized_mic	phenotype_assigned
Staphylococcus	aureus	Staphylococcus aureus	ERR419025	ENA_SAMEA2340542	Resistant	ERY	NA	0.999	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR030161	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR030278	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418468	ENA_SAMEA2339985	Resistant	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418506	ENA_SAMEA2340023	Resistant	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419108	ENA_SAMEA2340625	Resistant	ERY	NA	0.986	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR053032	ENA_SAMEA1021849	Resistant	ERY	NA	0.995	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR029373	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR410106	ENA_SAMEA2335141	Resistant	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419011	ENA_SAMEA2340528	Resistant	ERY	NA	0.998	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR030167	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR030215	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR030168	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418344	ENA_SAMEA2339861	Resistant	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418360	ENA_SAMEA2339877	Resistant	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR053034	ENA_SAMEA1021821	Resistant	ERY	NA	0.995	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418954	ENA_SAMEA2340471	Resistant	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418370	ENA_SAMEA2339887	Resistant	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419181	ENA_SAMEA2340698	Resistant	ERY	NA	0.986	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR030175	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418878	ENA_SAMEA2340395	Resistant	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418948	ENA_SAMEA2340465	Resistant	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR030254	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR029465	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR030184	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR030201	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418334	ENA_SAMEA2339851	Resistant	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418955	ENA_SAMEA2340472	Resistant	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418750	ENA_SAMEA2340267	Resistant	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR030194	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418767	ENA_SAMEA2340284	Resistant	ERY	NA	0.994	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418333	ENA_SAMEA2339850	Resistant	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418742	ENA_SAMEA2340259	Resistant	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR053046	ENA_SAMEA1021915	Resistant	ERY	NA	0.995	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418380	ENA_SAMEA2339897	Resistant	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR030222	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR029347	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418895	ENA_SAMEA2340412	Resistant	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418346	ENA_SAMEA2339863	Resistant	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR030191	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418342	ENA_SAMEA2339859	Resistant	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR029376	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR030210	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR030238	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418940	ENA_SAMEA2340457	Resistant	ERY	NA	0.984	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419130	ENA_SAMEA2340647	Resistant	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418734	ENA_SAMEA2340251	Resistant	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR030241	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1069871	ENA_SAMEA3449018	Resistant	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR030280	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR029363	ENA_SAMEA800315	Resistant	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1070042	ENA_SAMEA3448955	Resistant	ERY	NA	0.995	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR029463	NA	Resistant	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418343	ENA_SAMEA2339860	Resistant	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418802	ENA_SAMEA2340319	Resistant	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418990	ENA_SAMEA2340507	Resistant	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419201	ENA_SAMEA2340718	Resistant	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR053016	ENA_SAMEA1021856	Resistant	ERY	NA	0.995	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418871	ENA_SAMEA2340388	Susceptible	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR410094	ENA_SAMEA2335129	Susceptible	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418921	ENA_SAMEA2340438	Susceptible	ERY	NA	0.994	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419092	ENA_SAMEA2340609	Susceptible	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1070066	ENA_SAMEA3449066	Susceptible	ERY	NA	0.986	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418557	ENA_SAMEA2340074	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418927	ENA_SAMEA2340444	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418721	ENA_SAMEA2340238	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1069937	ENA_SAMEA3448860	Susceptible	ERY	NA	0.994	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1069883	ENA_SAMEA3449030	Susceptible	ERY	NA	0.986	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418699	ENA_SAMEA2340216	Susceptible	ERY	NA	0.994	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419093	ENA_SAMEA2340610	Susceptible	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418657	ENA_SAMEA2340174	Susceptible	ERY	NA	0.982	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418520	ENA_SAMEA2340037	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418582	ENA_SAMEA2340099	Susceptible	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418685	ENA_SAMEA2340202	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418508	ENA_SAMEA2340025	Susceptible	ERY	NA	0.984	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1069939	ENA_SAMEA3448862	Susceptible	ERY	NA	0.986	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418411	ENA_SAMEA2339928	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419074	ENA_SAMEA2340591	Susceptible	ERY	NA	0.992	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418634	ENA_SAMEA2340151	Susceptible	ERY	NA	0.992	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419028	ENA_SAMEA2340545	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1069985	ENA_SAMEA3448898	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419236	ENA_SAMEA2340753	Susceptible	ERY	NA	0.984	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR410124	ENA_SAMEA2335159	Susceptible	ERY	NA	0.992	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1069824	ENA_SAMEA3448971	Susceptible	ERY	NA	0.986	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419210	ENA_SAMEA2340727	Susceptible	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419155	ENA_SAMEA2340672	Susceptible	ERY	NA	0.982	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR410107	ENA_SAMEA2335142	Susceptible	ERY	NA	0.994	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418600	ENA_SAMEA2340117	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418709	ENA_SAMEA2340226	Susceptible	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418622	ENA_SAMEA2340139	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419014	ENA_SAMEA2340531	Susceptible	ERY	NA	0.986	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419167	ENA_SAMEA2340684	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1070067	ENA_SAMEA3449067	Susceptible	ERY	NA	0.992	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418564	ENA_SAMEA2340081	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1069942	ENA_SAMEA3448865	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1069837	ENA_SAMEA3448984	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419157	ENA_SAMEA2340674	Susceptible	ERY	NA	0.998	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419237	ENA_SAMEA2340754	Susceptible	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418705	NA	Susceptible	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419218	ENA_SAMEA2340735	Susceptible	ERY	NA	0.994	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418769	ENA_SAMEA2340286	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418492	ENA_SAMEA2340009	Susceptible	ERY	NA	0.992	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418999	ENA_SAMEA2340516	Susceptible	ERY	NA	0.992	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418397	ENA_SAMEA2339914	Susceptible	ERY	NA	0.984	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418626	ENA_SAMEA2340143	Susceptible	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419148	ENA_SAMEA2340665	Susceptible	ERY	NA	0.982	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418949	ENA_SAMEA2340466	Susceptible	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418972	ENA_SAMEA2340489	Susceptible	ERY	NA	0.982	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418645	ENA_SAMEA2340162	Susceptible	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418630	ENA_SAMEA2340147	Susceptible	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418938	ENA_SAMEA2340455	Susceptible	ERY	NA	0.992	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1070011	ENA_SAMEA3448924	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419067	ENA_SAMEA2340584	Susceptible	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418427	ENA_SAMEA2339944	Susceptible	ERY	NA	0.987	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR410059	ENA_SAMEA2335094	Susceptible	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418678	ENA_SAMEA2340195	Susceptible	ERY	NA	0.982	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418513	ENA_SAMEA2340030	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418352	ENA_SAMEA2339869	Susceptible	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR410056	ENA_SAMEA2335091	Susceptible	ERY	NA	0.982	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418419	ENA_SAMEA2339936	Susceptible	ERY	NA	0.992	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1069976	ENA_SAMEA3448889	Susceptible	ERY	NA	0.986	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418929	ENA_SAMEA2340446	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418696	ENA_SAMEA2340213	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418493	ENA_SAMEA2340010	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418702	ENA_SAMEA2340219	Susceptible	ERY	NA	0.982	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418790	ENA_SAMEA2340307	Susceptible	ERY	NA	0.994	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419220	ENA_SAMEA2340737	Susceptible	ERY	NA	0.984	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418743	ENA_SAMEA2340260	Susceptible	ERY	NA	0.994	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR410068	ENA_SAMEA2335103	Susceptible	ERY	NA	0.982	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1070008	ENA_SAMEA3448921	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418668	ENA_SAMEA2340185	Susceptible	ERY	NA	0.982	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419139	ENA_SAMEA2340656	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419079	ENA_SAMEA2340596	Susceptible	ERY	NA	0.999	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418434	ENA_SAMEA2339951	Susceptible	ERY	NA	0.999	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418602	ENA_SAMEA2340119	Susceptible	ERY	NA	0.986	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1069892	ENA_SAMEA3449039	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419099	ENA_SAMEA2340616	Susceptible	ERY	NA	0.982	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419087	ENA_SAMEA2340604	Susceptible	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418781	ENA_SAMEA2340298	Susceptible	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418868	ENA_SAMEA2340385	Susceptible	ERY	NA	0.984	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418711	NA	Susceptible	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419021	ENA_SAMEA2340538	Susceptible	ERY	NA	0.999	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418540	ENA_SAMEA2340057	Susceptible	ERY	NA	0.999	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418546	ENA_SAMEA2340063	Susceptible	ERY	NA	0.994	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418664	ENA_SAMEA2340181	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418420	ENA_SAMEA2339937	Susceptible	ERY	NA	0.992	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR410090	ENA_SAMEA2335125	Susceptible	ERY	NA	0.986	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419175	ENA_SAMEA2340692	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418693	ENA_SAMEA2340210	Susceptible	ERY	NA	0.998	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418433	ENA_SAMEA2339950	Susceptible	ERY	NA	0.984	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418597	ENA_SAMEA2340114	Susceptible	ERY	NA	0.992	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418739	ENA_SAMEA2340256	Susceptible	ERY	NA	0.994	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418986	ENA_SAMEA2340503	Susceptible	ERY	NA	0.992	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419065	ENA_SAMEA2340582	Susceptible	ERY	NA	0.982	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419115	ENA_SAMEA2340632	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418567	ENA_SAMEA2340084	Susceptible	ERY	NA	0.992	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1069975	ENA_SAMEA3448888	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418869	ENA_SAMEA2340386	Susceptible	ERY	NA	0.984	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419199	ENA_SAMEA2340716	Susceptible	ERY	NA	0.992	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418467	ENA_SAMEA2339984	Susceptible	ERY	NA	0.984	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419085	ENA_SAMEA2340602	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418900	ENA_SAMEA2340417	Susceptible	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418744	ENA_SAMEA2340261	Susceptible	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419068	ENA_SAMEA2340585	Susceptible	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418704	ENA_SAMEA2340221	Susceptible	ERY	NA	0.985	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418923	ENA_SAMEA2340440	Susceptible	ERY	NA	0.994	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419118	ENA_SAMEA2340635	Susceptible	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1069887	ENA_SAMEA3449034	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418572	ENA_SAMEA2340089	Susceptible	ERY	NA	0.994	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418586	ENA_SAMEA2340103	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR410098	ENA_SAMEA2335133	Susceptible	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418538	ENA_SAMEA2340055	Susceptible	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR410104	ENA_SAMEA2335139	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418817	ENA_SAMEA2340334	Susceptible	ERY	NA	0.999	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418862	ENA_SAMEA2340379	Susceptible	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418650	ENA_SAMEA2340167	Susceptible	ERY	NA	0.994	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1069995	ENA_SAMEA3448908	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418436	ENA_SAMEA2339953	Susceptible	ERY	NA	0.994	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418588	ENA_SAMEA2340105	Susceptible	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419083	ENA_SAMEA2340600	Susceptible	ERY	NA	0.994	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR410091	ENA_SAMEA2335126	Susceptible	ERY	NA	0.982	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419202	ENA_SAMEA2340719	Susceptible	ERY	NA	0.984	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419120	ENA_SAMEA2340637	Susceptible	ERY	NA	0.986	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR1069828	ENA_SAMEA3448975	Susceptible	ERY	NA	0.986	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418396	ENA_SAMEA2339913	Susceptible	ERY	NA	0.988	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418706	ENA_SAMEA2340223	Susceptible	ERY	NA	0.986	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418703	ENA_SAMEA2340220	Susceptible	ERY	NA	0.992	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418406	ENA_SAMEA2339923	Susceptible	ERY	NA	0.999	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418725	ENA_SAMEA2340242	Susceptible	ERY	NA	0.986	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418394	ENA_SAMEA2339911	Susceptible	ERY	NA	0.983	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR418987	ENA_SAMEA2340504	Susceptible	ERY	NA	0.992	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419193	ENA_SAMEA2340710	Susceptible	ERY	NA	0.993	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR419063	NA	Susceptible	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR030226	NA	Susceptible	ERY	NA	NA	Staphylococcus	NA	NA
Staphylococcus	aureus	Staphylococcus aureus	ERR029344	NA	Susceptible	ERY	NA	NA	Staphylococcus	NA	NA
